"Joke"
"Whoever invented the knock-knock joke should get a no bell prize. 	"
"Wife: Honey I’m pregnant.  Me: Well…. what do we do now?  Wife: Well, I guess we should go to a baby doctor.  Me: Hm.. I think I’d be a lot more comfortable going to an adult doctor. 	"
"Have you heard the story about the magic tractor? It drove down the road and turned into a field. 	"
"When will the little snake arrive? I don't know but he won't be long... 	"
"Why was Pavlov's beard so soft?  Because he conditioned it. 	"
"Do I enjoy making courthouse puns? Guilty 	"
"Why did the kid throw the clock out the window? He wanted to see time fly! 	"
"Hear about the new restaurant called Karma? There’s no menu: You get what you deserve. 	"
"Why couldn't the kid see the pirate movie? Because it was rated arrr! 	"
"It was so cold yesterday my computer froze. My own fault though, I left too many windows open. 	"
"Man, I really love my furniture... me and my recliner go way back. 	"
"What did the traffic light say to the car as it passed? ""Don't look I'm changing!"" 	"
"My son is studying to be a surgeon, I just hope he makes the cut. 	"
"Why did the man run around his bed? Because he was trying to catch up on his sleep! 	"
"What did one wall say to the other wall? I'll meet you at the corner! 	"
"Sometimes I tuck my knees into my chest and lean forward.  That’s just how I roll. 	"
"I once lost a banana at court but then I appealed.  	"
"Conjunctivitis.com – now that’s a site for sore eyes. 	"
"How many South Americans does it take to change a lightbulb? A Brazilian 	"
"I don't trust stairs. They're always up to something. 	"
"What do you call two guys hanging out by your window? Kurt & Rod. 	"
"Why was the robot angry? Because someone kept pressing his buttons! 	"
"Which is the fastest growing city in the world? Dublin' 	"
"A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off. 	"
"What do you call a snake who builds houses? A boa constructor! 	"
"What is the difference between ignorance and apathy?  I don't know and I don't care. 	"
"I went to a Foo Fighters Concert once... It was Everlong... 	"
"Why did the sentence fail the driving test? It never came to a full stop. 	"
"Some people eat light bulbs. They say it's a nice light snack. 	"
"What's the difference between a rooster and a crow? A rooster can crow but a crow cannot rooster. 	"
"I went to the store to pick up eight cans of sprite... when I got home I realized I'd only picked seven up 	"
"I cut my finger chopping cheese, but I think that I may have grater problems. 	"
"Yesterday, I accidentally swallowed some food coloring. The doctor says I’m okay, but I feel like I’ve dyed a little inside. 	"
"When people are sad, I sometimes let them colour in my tattoos. Sometimes all they need is a shoulder to crayon. 	"
"Last night me and my girlfriend watched three DVDs back to back. Luckily I was the one facing the TV. 	"
"I got a reversible jacket for Christmas, I can't wait to see how it turns out. 	"
"What do you get when you cross a pig and a pineapple? A porky pine 	"
"What did Romans use to cut pizza before the rolling cutter was invented? Lil Caesars 	"
"Why did the banana go to the doctor? He was not ""peeling"" well. 	"
"My pet mouse 'Elvis' died last night. He was caught in a trap.. 	"
"Never take advice from electrons. They are always negative. 	"
"Why are oranges the smartest fruit? Because they are made to concentrate.  	"
"A girl once asked me what my heart desired, apparently blood, oxygen and neural messages were all wrong answers 	"
"Why is it always hot in the corner of a room? Because a corner is 90 degrees. 	"
"What did the beaver say to the tree? It's been nice gnawing you. 	"
"How do you fix a damaged jack-o-lantern? You use a pumpkin patch. 	"
"Why do cows not have toes? They lactose! 	"
"What did the late tomato say to the early tomato? I’ll ketch up 	"
"I have kleptomania, but when it gets bad, I take something for it. 	"
"I used to be addicted to soap, but I'm clean now. 	"
"When is a door not a door? When it's ajar. 	"
"I made a belt out of watches once... It was a waist of time. 	"
"Why did Mozart kill all his chickens? Because when he asked them who the best composer was, they'd all say ""Bach bach bach!""  	"
"This furniture store keeps emailing me, all I wanted was one night stand! 	"
"How do you find Will Smith in the snow?  Look for fresh prints. 	"
"My sister bet me $15 that I couldn't build a car out of spaghetti. You should have seen the look on her face as I drove pasta. 	"
"My boss told me to have a good day... so I went home. 	"
"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it. 	"
"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady. 	"
"If at first you don't succeed, sky diving is not for you! 	"
"I'd like to start a diet, but I've got too much on my plate right now. 	"
"What did the drummer name her twin daughters? Anna One, Anna Two... 	"
"What kind of music do mummy's like? Rap 	"
"I remember when I was a kid, I opened my fridge and noticed one of my vegetables were crying. I guess I have some emotional cabbage. 	"
"What's large, grey, and doesn't matter? An irrelephant.  	"
"Frankenstein enters a bodybuilding competition and finds he has seriously misunderstood the objective. 	"
"A book just fell on my head. I only have my shelf to blame. 	"
"What did the dog say to the two trees? Bark bark. 	"
"I've got a joke about vegetables for you... but it's a bit corny. 	"
"If a child refuses to sleep during nap time, are they guilty of resisting a rest? 	"
"Why can't your nose be 12 inches long? Because then it'd be a foot! 	"
"Have you ever heard of a music group called Cellophane? They mostly wrap. 	"
"What do you call a boy who stopped digging holes? Douglas. 	"
"What did the mountain climber name his son? Cliff. 	"
"Why should you never trust a pig with a secret? Because it's bound to squeal. 	"
"Why are mummys scared of vacation? They're afraid to unwind. 	"
"Whiteboards ... are remarkable. 	"
"What kind of dinosaur loves to sleep? A stega-snore-us. 	"
"What has three letters and starts with gas? A Car. 	"
"What’s Forest Gump’s Facebook password? 1forest1 	"
"What kind of tree fits in your hand? A palm tree! 	"
"Whenever the cashier at the grocery store asks my dad if he would like the milk in a bag he replies, ‘No, just leave it in the carton!’ 	"
"I used to be addicted to the hokey pokey, but I turned myself around. 	"
"How many tickles does it take to tickle an octopus? Ten-tickles! 	"
"Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?  Doctor: No, humans can never hear that high of a frequency no matter what age they are.  Me: Trick question... dogs can't whistle. 	"
"What musical instrument is found in the bathroom? A tuba toothpaste. 	"
"I can't take my dog to the pond anymore because the ducks keep attacking him. That's what I get for buying a pure bread dog. 	"
"My boss told me to attach two pieces of wood together... I totally nailed it! 	"
"What was the pumpkin’s favorite sport?  Squash. 	"
"Recent survey revealed 6 out of 7 dwarf's aren't happy. 	"
"What do you call corn that joins the army? Kernel. 	"
"I've been trying to come up with a dad joke about momentum . . . but I just can't seem to get it going. 	"
"‘Put the cat out’ … ‘I didn’t realize it was on fire 	"
"Why don't skeletons ride roller coasters? They don't have the stomach for it. 	"
"Is there a hole in your shoe? No… Then how’d you get your foot in it? 	"
"Every night at 11:11, I make a wish that someone will come fix my broken clock. 	"
"Two muffins were sitting in an oven, and the first looks over to the second, and says, “man, it’s really hot in here”. The second looks over at the first with a surprised look, and answers, “WHOA, a talking muffin!” 	"
"What's the difference between a guitar and a fish? You can tune a guitar but you can't ""tuna"" fish! 	"
"Did you hear that the police have a warrant out on a midget psychic ripping people off? It reads “Small medium at large.” 	"
"Why don't sharks eat clowns?  Because they taste funny. 	"
"Just read a few facts about frogs. They were ribbiting. 	"
"Two satellites decided to get married. The wedding wasn't much, but the reception was incredible. 	"
"What do you call a fish with no eyes? A fsh. 	"
"What do you get if you put a duck in a cement mixer? Quacks in the pavement. 	"
"They tried to make a diamond shaped like a duck. It quacked under the pressure. 	"
"Where’s the bin? Dad: I haven’t been anywhere! 	"
"My wife said I was immature. So I told her to get out of my fort. 	"
"Why did the knife dress up in a suit? Because it wanted to look sharp 	"
"How do you make a water bed more bouncy. You use Spring Water 	"
"I considered building the patio by myself. But I didn't have the stones. 	"
"In my career as a lumberjack I cut down exactly 52,487 trees. I know because I kept a log. 	"
"Why do bears have hairy coats? Fur protection. 	"
"What do you get when you cross a bee and a sheep? A bah-humbug.  	"
"What did one snowman say to the other snow man? Do you smell carrot? 	"
"""Dad, do you think it's going to snow this winter?"" ""I dont know, its all up in the air"" 	"
"Why do bees hum? Because they don't know the words. 	"
"What do you call a troublesome Canadian high schooler? A poutine. 	"
"A magician was driving down the street and then he turned into a driveway. 	"
"Don't trust atoms. They make up everything. 	"
"If you walk into a forest and cut down a tree, but the tree doesn't understand why you cut it down, do you think it's stumped? 	"
"Where do bees go to the bathroom?  The BP station. 	"
"What is the best way to carve? Whittle by whittle. 	"
"What's a ninja's favorite type of shoes? Sneakers! 	"
"Why did the tree go to the dentist? It needed a root canal. 	"
"It was raining cats and dogs the other day. I almost stepped in a poodle. 	"
"Why do bananas have to put on sunscreen before they go to the beach? Because they might peel! 	"
"What do you call a bee that lives in America? A USB. 	"
"I was wondering why the frisbee was getting bigger, then it hit me. 	"
"A farmer had 297 cows, when he rounded them up, he found he had 300 	"
"What's the difference between a hippo and a zippo? One is really heavy, the other is a little lighter. 	"
"I’ve got this disease where I can’t stop making airport puns. The doctor says it terminal. 	"
"Somebody stole my Microsoft Office and they're going to pay - you have my Word. 	"
"What concert costs only 45 cents? 50 cent featuring Nickelback. 	"
"I couldn't figure out how the seat belt worked. Then it just clicked. 	"
"What did the green grape say to the purple grape? BREATH!! 	"
"What do you call a dad that has fallen through the ice? A Popsicle. 	"
"Two parrots are sitting on a perch. One turns to the other and asks, ""do you smell fish?"" 	"
"Bad at golf? Join the club. 	"
"I had a pair of racing snails. I removed their shells to make them more aerodynamic, but they became sluggish. 	"
"What do you call a pile of cats?  A Meowtain. 	"
"How do hens stay fit? They always egg-cercise! 	"
"Can a kangaroo jump higher than the Empire State Building? Of course. The Empire State Building can't jump. 	"
"What do you give a sick lemon? Lemonaid. 	"
"What do you call an old snowman? Water. 	"
"I tried to milk a cow today, but was unsuccessful. Udder failure. 	"
"I just got fired from a florist, apparently I took too many leaves. 	"
"Why don’t skeletons ever go trick or treating? Because they have nobody to go with. 	"
"What does a female snake use for support? A co-Bra! 	"
"""Dad, I'm cold."" ""Go stand in the corner, I hear it's 90 degrees."" 	"
"Child: Dad, make me a sandwich. Dad: Poof! You're a sandwich. 	"
"which flower is most fierce? Dandelion 	"
"Why are graveyards so noisy? Because of all the coffin. 	"
"What kind of bagel can fly? A plain bagel. 	"
"How many apples grow on a tree? All of them! 	"
"What do you call a careful wolf? Aware wolf. 	"
"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there. 	"
"Why do valley girls hang out in odd numbered groups? Because they can't even. 	"
"“My Dog has no nose.” “How does he smell?” “Awful” 	"
"What do you call a cow with no legs? Ground beef. 	"
"Why are snake races so exciting? They're always neck and neck. 	"
"Why did the half blind man fall in the well? Because he couldn't see that well! 	"
"As I suspected, someone has been adding soil to my garden. The plot thickens. 	"
"What do bees do after they are married? They go on a honeymoon. 	"
"If I could name myself after any Egyptian god, I'd be Set. 	"
"Why doesn't the Chimney-Sweep call out sick from work? Because he's used to working with a flue. 	"
"It’s hard to explain puns to kleptomaniacs, because they take everything literally. 	"
"It's difficult to say what my wife does, she sells sea shells by the sea shore. 	"
"Why did Dracula lie in the wrong coffin? He made a grave mistake. 	"
"What did one plate say to the other plate? Dinner is on me! 	"
"what do you call a dog that can do magic tricks? a labracadabrador 	"
"Doctor: Do you want to hear the good news or the bad news? Patient: Good news please. Doctor: we're naming a disease after you. 	"
"Atheism is a non-prophet organisation. 	"
"I tried to write a chemistry joke, but could never get a reaction. 	"
"I gave my friend 10 puns hoping that one of them would make him laugh. Sadly, no pun in ten did. 	"
"What do computers and air conditioners have in common? They both become useless when you open windows. 	"
"What do you call a monkey in a mine field? A babooooom!  	"
"Scientists finally did a study on forks. It's about tine! 	"
"I cut my finger cutting cheese. I know it may be a cheesy story but I feel grate now. 	"
"How do you steal a coat? You jacket. 	"
"Why don't you find hippopotamuses hiding in trees? They're really good at it. 	"
"what happens when you cross a sheep with a kangaroo ? A woolly jumper! 	"
"I’m reading a book on the history of glue – can’t put it down. 	"
"Want to hear a joke about construction? Nah, I'm still working on it. 	"
"My friend told me that pepper is the best seasoning for a roast, but I took it with a grain of salt. 	"
"Just watched a documentary about beavers… It was the best damn program I’ve ever seen. 	"
"Why do choirs keep buckets handy? So they can carry their tune 	"
"Did you hear about the kidnapping at school? It's ok, he woke up. 	"
"I asked my date to go to the gym the other day. They never showed up. That's when I knew we wouldn't work out. 	"
"You will never guess what Elsa did to the balloon. She let it go. 	"
"Did you hear about the two thieves who stole a calendar? They each got six months. 	"
"Waking up this morning was an eye-opening experience. 	"
"Why can't eggs have love? They will break up too soon. 	"
"You can't run through a camp site. You can only ran, because it's past tents. 	"
"They're making a movie about clocks. It's about time 	"
"I’ve just been reading a book about anti-gravity, it’s impossible to put down! 	"
"Archaeology really is a career in ruins. 	"
"Have you ever seen fruit preserves being made? It's jarring. 	"
"I was going to get a brain transplant, but I changed my mind 	"
"Have you heard about the owl sanctuary job opening? It’s all night shifts but they’re all a hoot over there. 	"
"I boiled a funny bone last night and had a laughing stock 	"
"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff. 	"
"Animal Fact #25: Most bobcats are not named bob. 	"
"What did the piece of bread say to the knife? Butter me up. 	"
"Why couldn't the lifeguard save the hippie? He was too far out, man. 	"
"They say Dodger Stadium can hold up to fifty-six thousand people, but that is just a ballpark figure. 	"
"Some people say that I never got over my obsession with Phil Collins. But take a look at me now. 	"
"Why did the girl smear peanut butter on the road? To go with the traffic jam. 	"
"It takes guts to be an organ donor. 	"
"The rotation of earth really makes my day. 	"
"How much does a hipster weigh? An instagram. 	"
"A woman is on trial for beating her husband to death with his guitar collection. Judge says, ‘First offender?’ She says, ‘No, first a Gibson! Then a Fender!’ 	"
"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down"". 	"
"What kind of dog lives in a particle accelerator? A Fermilabrador Retriever. 	"
"I always wanted to look into why I procrastinate, but I keep putting it off.  	"
"What's blue and not very heavy?  Light blue. 	"
"Guy told me today he did not know what cloning is. I told him, ""that makes 2 of us."" 	"
"I was so proud when I finished the puzzle in six months, when on the side it said three to four years. 	"
"Where did you learn to make ice cream? Sunday school. 	"
"Coffee has a tough time at my house, every morning it gets mugged. 	"
"A quick shoutout to all of the sidewalks out there... Thanks for keeping me off the streets. 	"
"Where does Napoleon keep his armies? In his sleevies. 	"
"What's the difference between roast beef and pea soup. Anyone can roast beef, but nobody can pee soup. 	"
"Leather is great for sneaking around because it's made of hide. 	"
"What do you get if you cross a turkey with a ghost? A poultry-geist! 	"
"People are making apocalypse jokes like there’s no tomorrow. 	"
"What is the tallest building in the world? The library – it’s got the most stories! 	"
"What kind of magic do cows believe in? MOODOO. 	"
"What’s the longest word in the dictionary? Smiles. Because there’s a mile between the two S’s. 	"
"Why don't eggs tell jokes? They'd crack each other up 	"
"I just broke my guitar. It's okay, I won't fret 	"
"It's only a murder of crows if there's probable caws. 	"
"How many kids with ADD does it take to change a lightbulb? Let's go ride bikes! 	"
"Where do hamburgers go to dance? The meat-ball. 	"
"I invented a new word! Plagiarism! 	"
"Did you know that ghosts call their true love their ghoul-friend? 	"
"What do you call a cow with two legs? Lean beef. 	"
"What did the big flower say to the littler flower? Hi, bud! 	"
" I never wanted to believe that my Dad was stealing from his job as a road worker. But when I got home, all the signs were there.   	"
"Why do pumpkins sit on people’s porches?  They have no hands to knock on the door. 	"
"Who is the coolest Doctor in the hospital? The hip Doctor! 	"
"Why was ten scared of seven? Because seven ate nine. 	"
"What do you get when you cross a rabbit with a water hose? Hare spray. 	"
"I applied to be a doorman but didn't get the job due to lack of experience. That surprised me, I thought it was an entry level position. 	"
"I knew a guy who collected candy canes, they were all in mint condition 	"
"A boy dug three holes in the yard. When his mother saw, she exclaimed: ""well, well, well"" 	"
"Why do nurses carry around red crayons? Sometimes they need to draw blood. 	"
"Why was the shirt happy to hang around the tank top? Because it was armless 	"
"Why does a chicken coop only have two doors? Because if it had four doors it would be a chicken sedan. 	"
"""I'll call you later."" Don't call me later, call me Dad. 	"
"Why did the teddy bear say “no” to dessert? Because she was stuffed. 	"
"I don't trust sushi, there's something fishy about it. 	"
"New atoms frequently lose electrons when they fail to keep an ion them. 	"
"Did you hear the one about the giant pickle?  He was kind of a big dill. 	"
"Breaking news! Energizer Bunny arrested – charged with battery. 	"
"How many bones are in the human hand? A handful of them. 	"
"A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned. 	"
"I've just written a song about a tortilla. Well, it is more of a rap really. 	"
"Can February march? No, but April may. 	"
"So a duck walks into a pharmacy and says “Give me some chap-stick… and put it on my bill” 	"
"Egyptians claimed to invent the guitar, but they were such lyres.﻿ 	"
"Toasters were the first form of pop-up notifications. 	"
"What is a witch's favorite subject in school? Spelling! 	"
"What do you call a crowd of chess players bragging about their wins in a hotel lobby? Chess nuts boasting in an open foyer. 	"
"Which side of the chicken has more feathers? The outside. 	"
"Remember, the best angle to approach a problem from is the ""try"" angle. 	"
"Why are fish easy to weigh? Because they have their own scales. 	"
"What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer. 	"
"Did you hear about the scientist who was lab partners with a pot of boiling water? He had a very esteemed colleague. 	"
"This morning I was wondering where the sun was, but then it dawned on me. 	"
"Writing with a broken pencil is pointless. 	"
"What did the sea say to the sand? ""We have to stop meeting like this."" 	"
"Why is it so windy inside an arena? All those fans. 	"
"A panda walks into a bar and says to the bartender “I’ll have a Scotch and . . . . . . . . . . . . . . Coke thank you”.   “Sure thing” the bartender replies and asks “but what’s with the big pause?”   The panda holds up his hands and says “I was born with them” 	"
"I've started telling everyone about the benefits of eating dried grapes. It's all about raisin awareness. 	"
"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.” 	"
"Where was the Declaration of Independence signed?  At the bottom!  	"
"What’s the difference between an African elephant and an Indian elephant? About 5000 miles. 	"
"Two peanuts were walking down the street. One was a salted 	"
"Don’t interrupt someone working intently on a puzzle. Chances are, you’ll hear some crosswords. 	"
"Today a man knocked on my door and asked for a small donation towards the local swimming pool. I gave him a glass of water. 	"
"What did the Zen Buddist say to the hotdog vendor? Make me one with everything. 	"
"Why did the clown have neck pain? - Because he slept funny 	"
"What did the digital clock say to the grandfather clock? Look, no hands! 	"
"A weasel walks into a bar. The bartender says, ""Wow, I've never served a weasel before. What can I get for you?"" ""Pop,"" goes the weasel. 	"
"How was the snow globe feeling after the storm? A little shaken. 	"
"Did you hear the one about the guy with the broken hearing aid? Neither did he. 	"
"Did you hear about the campsite that got visited by Bigfoot? It got in tents. 	"
"I saw a documentary on TV last night about how they put ships together.  It was rivetting. 	"
"What did the Red light say to the Green light? Don't look at me I'm changing! 	"
"What did the ocean say to the beach? Thanks for all the sediment. 	"
"What did the left eye say to the right eye? Between us, something smells! 	"
"What do you call a fly without wings? A walk. 	"
"Why did the melons plan a big wedding? Because they cantaloupe! 	"
"Yesterday I confused the words ""jacuzzi"" and ""yakuza"". Now I'm in hot water with the Japanese mafia. 	"
"What is the least spoken language in the world? Sign Language 	"
"What do birds give out on Halloween? Tweets. 	"
"I used to think I was indecisive, but now I'm not sure. 	"
"Velcro… What a rip-off. 	"
"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it. 	"
"Every morning when I go out, I get hit by bicycle. Every morning!  It's a vicious cycle. 	"
"What happens to a frog's car when it breaks down? It gets toad. 	"
"I fear for the calendar, its days are numbered.  	"
"I'm glad I know sign language, it's pretty handy. 	"
"The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me. 	"
"What do you get when you cross a chicken with a skunk? A fowl smell! 	"
"Where do you take someone who’s been injured in a peek-a-boo accident? To the I.C.U. 	"
"As I get older, I think of all the people I lost along the way. Maybe a career as a tour guide wasn't such a good idea. 	"
"How many hipsters does it take to change a lightbulb? Oh, it's a really obscure number. You've probably never heard of it. 	"
"Where do sheep go to get their hair cut? The baa-baa shop. 	"
"Our wedding was so beautiful, even the cake was in tiers. 	"
"Why did the miner get fired from his job? He took it for granite... 	"
"What did the hat say to the scarf? You can hang around. I'll just go on ahead.  	"
"Where do cats write notes? Scratch Paper! 	"
"Why is the new Kindle screen textured to look like paper? So you feel write at home. 	"
"When my wife told me to stop impersonating a flamingo, I had to put my foot down. 	"
"No matter how kind you are, German children are kinder. 	"
"What’s the advantage of living in Switzerland? Well, the flag is a big plus. 	"
"When I left school, I passed every one of my exams with the exception of Greek Mythology. It always was my achilles elbow 	"
"Why did the cookie cry? It was feeling crumby. 	"
"What did Yoda say when he saw himself in 4K? ""HDMI"" 	"
"How do you make a 'one' disappear? You add a 'g' and it's 'gone' 	"
"Me and my mates are in a band called Duvet. We're a cover band. 	"
"Where do you learn to make banana splits? At sundae school. 	"
"Nurse: Doctor, there's a patient that says he's invisible. Doctor: Well, tell him I can't see him right now! 	"
"What was a more important invention than the first telephone? The second one. 	"
"What do you get when you cross a snowman with a vampire? Frostbite. 	"
"What do you do when your bunny gets wet? You get your hare dryer. 	"
"Did you know crocodiles could grow up to 15 feet? But most just have 4. 	"
"There are two types of people in this world, those who can extrapolate from incomplete data... 	"
"Why did the fireman wear red, white, and blue suspenders? To hold his pants up. 	"
"In the news a courtroom artist was arrested today, I'm not surprised, he always seemed sketchy. 	"
"I wanted to be a tailor but I didn't suit the job 	"
"What do you call someone with no nose? Nobody knows. 	"
"What do you call a girl between two posts? Annette. 	"
"What do you call a criminal going down the stairs? Condescending 	"
"What do you call a fat psychic? A four-chin teller. 	"
"I used to be a banker, but I lost interest. 	"
"Why can't a bicycle stand on its own? It's two-tired. 	"
"What does a pirate pay for his corn? A buccaneer! 	"
"Astronomers got tired watching the moon go around the earth for 24 hours. They decided to call it a day. 	"
"My dog used to chase people on a bike a lot. It got so bad I had to take his bike away. 	"
"I ate a clock yesterday. It was so time consuming. 	"
"Two dyslexics walk into a bra. 	"
"I been watching a channel on TV that is strictly just about origami — of course it is paper-view. 	"
"Milk is also the fastest liquid on earth – its pasteurized before you even see it 	"
"Is the pool safe for diving? It deep ends. 	"
"Why do scuba divers fall backwards into the water? Because if they fell forwards they’d still be in the boat. 	"
"My wife told me to rub the herbs on the meat for better flavor. That's sage advice. 	"
"A man was caught stealing in a supermarket today while balanced on the shoulders of a couple of vampires. He was charged with shoplifting on two counts.  	"
"Ben & Jerry's really need to improve their operation. The only way to get there is down a rocky road. 	"
"How are false teeth like stars? They come out at night! 	"
"What time did the man go to the dentist? Tooth hurt-y. 	"
"I went to the zoo yesterday and saw a baguette in a cage. It was bread in captivity. 	"
"Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie. 	"
"How does a penguin build it’s house? Igloos it together. 	"
"What is this movie about? It is about 2 hours long. 	"
"Why are pirates called pirates? Because they arrr! 	"
"Where does Fonzie like to go for lunch? Chick-Fil-Eyyyyyyyy. 	"
"How does a dyslexic poet write? Inverse. 	"
"Don't tell secrets in corn fields. Too many ears around. 	"
"What did the pirate say on his 80th birthday? Aye Matey! 	"
"Why did the A go to the bathroom and come out as an E? Because he had a vowel movement. 	"
"Yesterday a clown held a door open for me. I thought it was a nice jester. 	"
"Why did the opera singer go sailing? They wanted to hit the high Cs. 	"
"Bought a new jacket suit the other day and it burst into flames. Well, it was a blazer 	"
"Whats a penguins favorite relative? Aunt Arctica. 	"
"Never Trust Someone With Graph Paper...  They're always plotting something. 	"
"What do you call an elephant that doesn’t matter? An irrelephant. 	"
"What do you call a group of disorganized cats? A cat-tastrophe. 	"
"What is bread's favorite number?  Leaven. 	"
"Why can’t you hear a pterodactyl go to the bathroom? The p is silent. 	"
"How do you know if there’s an elephant under your bed? Your head hits the ceiling! 	"
"How do you teach a kid to climb stairs? There is a step by step guide. 	"
"Where do owls go to buy their baby clothes? The owlet malls. 	"
"Why does Norway have barcodes on their battleships? So when they get back to port, they can Scandinavian. 	"
"What's the worst part about being a cross-eyed teacher?  They can't control their pupils. 	"
"What do you call a fashionable lawn statue with an excellent sense of rhythmn? A metro-gnome 	"
"Someone broke into my house last night and stole my limbo trophy. How low can you go? 	"
"Why did the coffee file a police report? It got mugged. 	"
"Mountains aren't just funny, they are hill areas 	"
"I was going to learn how to juggle, but I didn't have the balls. 	"
"The Swiss must've been pretty confident in their chances of victory if they included a corkscrew in their army knife. 	"
"Why was the strawberry sad? Its parents were in a jam. 	"
"I wear a stethoscope so that in a medical emergency I can teach people a valuable lesson about assumptions. 	"
"Why are ghosts bad liars? Because you can see right through them! 	"
"Every machine in the coin factory broke down all of a sudden without explanation. It just doesn’t make any cents. 	"
"Why does it take longer to get from 1st to 2nd base, than it does to get from 2nd to 3rd base? Because there’s a Shortstop in between! 	"
"What do you do when you see a space man? Park your car, man. 	"
"If you want a job in the moisturizer industry, the best advice I can give is to apply daily. 	"
"Where do you take someone who has been injured in a Peek-a-boo accident? To the I.C.U. 	"
"When you have a bladder infection, urine trouble. 	"
"How do you make Lady Gaga cry? Poker face.  	"
"What do you call a group of killer whales playing instruments? An Orca-stra. 	"
"I was in an 80's band called the prevention. We were better than the cure. 	"
"What did Michael Jackson name his denim store?    Billy Jeans! 	"
"People saying 'boo! to their friends has risen by 85% in the last year.... That's a frightening statistic. 	"
"Geology rocks, but Geography is where it's at! 	"
"Why does Han Solo like gum? It's chewy! 	"
"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you"" 	"
"Have you heard of the band 1023MB? They haven't got a gig yet. 	"
"The urge to sing the Lion King song is just a whim away. 	"
"What happens when you anger a brain surgeon? They will give you a piece of your mind. 	"
"I needed a password eight characters long so I picked Snow White and the Seven Dwarfs. 	"
"I used to work at a stationery store.  But, I didn't feel like I was going anywhere.  So, I got a job at a travel agency.  Now, I know I'll be going places. 	"
"I used to work in a shoe recycling shop. It was sole destroying. 	"
"I used to hate facial hair, but then it grew on me. 	"
"R.I.P. boiled water. You will be mist. 	"
"Q: What did the spaghetti say to the other spaghetti? A: Pasta la vista, baby! 	"
"The first time I got a universal remote control I thought to myself, ""This changes everything"" 	"
"Why is the ocean always blue? Because the shore never waves back. 	"
"Why did the feline fail the lie detector test? Because he be lion. 	"
"Why did the man put his money in the freezer? He wanted cold hard cash! 	"
"I decided to sell my Hoover… well it was just collecting dust. 	"
"Why do ducks make great detectives? They always quack the case. 	"
"What does a clock do when it's hungry? It goes back four seconds! 	"
"What do I look like? A JOKE MACHINE!? 	"
